カード種別	カード名	星	イベント名	選択肢1	結果1	選択肢2	結果2	選択肢3	結果3	選択肢4	結果4	選択肢5	結果5
育成ウマ娘	エアグルーヴ	星2	追加の自主トレ	個人的に付き合うよ	体力-5 直前のトレーニングに応じたステータス+5 秋川理事長の絆ゲージ+5	休息もしっかり取って欲しい	体力+5						
育成ウマ娘	エアグルーヴ	星2	新年の抱負	大きな正月飾りを置くとか？	パワー+10	お雑煮食べてないな	体力+20	書初めしようか	スキルPt+20				
育成ウマ娘	エアグルーヴ	星2	夏合宿（2年目）にて	灼熱の筋力強化メニュー	パワー+10	地獄の闘魂強化メニュー	根性+10						
育成ウマ娘	エアグルーヴ	星2	初詣	正月らしいものを食べたくないか？	体力+30	絵マに『強くなりたい』って書こう！	5種ステータスを+5	おみくじを引こう！	スキルPt+35				
育成ウマ娘	エアグルーヴ	星2	レース勝利！	さすがだ！	調査中	油断しないようにな	体力-20 根性+8 スキルPt+40 『外枠得意◯』取得						
育成ウマ娘	エアグルーヴ	星2	ダンスレッスン	もっと力強くできるはず	パワー+10	より洗練できるはず	スピード+10						
育成ウマ娘	エアグルーヴ	星2	乙名史記者の徹底取材	現状を真摯に受け止めます	体力-25 やる気ダウン 賢さ+3 スキルPt+23 『小心者』取得	このまま突き進めます！！	調査中						
育成ウマ娘	エアグルーヴ	星2	シール魔を追え！	選択肢なし	やる気アップ 5種ステータスを+5 スキルPt+30								
育成ウマ娘	エアグルーヴ	星2	君よ立ち上がれ	選択肢なし	パワー+10								
育成ウマ娘	エアグルーヴ	星2	母親	選択肢なし	賢さ+5								
育成ウマ娘	エアグルーヴ	星2	閃光と憤怒	選択肢なし	体力-10 やる気ダウン								
育成ウマ娘	エアグルーヴ	星2	杖となりて	選択肢なし	パワー+5								
育成ウマ娘	エアグルーヴ	星2	花に嵐	選択肢なし	体力+15 やる気ダウン 根性-5 『なまけ癖』になる								
育成ウマ娘	エアグルーヴ	星2	誰が為の理想	選択肢なし	賢さ+5								
育成ウマ娘	エアグルーヴ	星2	彼方を往く者	選択肢なし	根性+5								
育成ウマ娘	エアグルーヴ	星2	エアグルーヴ登場！	選択肢なし	スキルPt+120								
育成ウマ娘	エアグルーヴ	星2	名指導	選択肢なし	パワー+10 ランダムで「練習上手◯」取得								
育成ウマ娘	エアグルーヴ	星2	デビュー戦の後に	1位(今より幕は開かれて)	5種ステータスからランダムに3種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位(今より幕は開かれて)	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下(今より幕は開かれて)	5種ステータスからランダムに3種を+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	エアグルーヴ	星2	阪神JFの後に	1位(不屈たる様)	5種ステータスを+3 スキルPt+50 秋川理事長の絆ゲージ+4	5種ステータスを+2スキルPt+50秋川理事長の絆ゲージ+4	3位以下						
育成ウマ娘	エアグルーヴ	星2	桜花賞の後に	1位(心躍る挑戦)	5種ステータスを+3 スキルPt+50 秋川理事長の絆ゲージ+4	2位(心躍る挑戦)	5種ステータスを+2 スキルPt+50 秋川理事長の絆ゲージ+4	3位以下	5種ステータスを+1 スキルPt+50 秋川理事長の絆ゲージ+4				
育成ウマ娘	エアグルーヴ	星2	オークスの後に	1位(受け継がれし冠)	5種ステータスを+3 スキルPt+50 秋川理事長の絆ゲージ+4	2位(受け継がれし冠)	5種ステータスを+2 スキルPt+50 秋川理事長の絆ゲージ+4	3位以下	5種ステータスを+1 スキルPt+50 秋川理事長の絆ゲージ+4				
育成ウマ娘	エアグルーヴ	星2	秋華賞の後に	1位(絶えず前へ)	5種ステータスを+3 スキルPt+50 秋川理事長の絆ゲージ+4	2位(絶えず前へ)	5種ステータスを+2 スキルPt+50 秋川理事長の絆ゲージ+4	3位以下	5種ステータスを+1 スキルPt+50 秋川理事長の絆ゲージ+4				
育成ウマ娘	エアグルーヴ	星2	大阪杯の後に	1位(消えぬ景色)	5種ステータスを+3 スキルPt+50 秋川理事長の絆ゲージ+4	2位(消えぬ景色)	5種ステータスを+2 スキルPt+50 秋川理事長の絆ゲージ+4	3位以下	5種ステータスを+1 スキルPt+50 秋川理事長の絆ゲージ+4				
育成ウマ娘	エアグルーヴ	星2	宝塚記念の後に	1位(暗影)	5種ステータスを+3 スキルPt+50 秋川理事長の絆ゲージ+4	2位(暗影)	5種ステータスを+2 スキルPt+50 秋川理事長の絆ゲージ+4	3位以下	5種ステータスを+1 スキルPt+50 秋川理事長の絆ゲージ+4				
育成ウマ娘	エアグルーヴ	星2	札幌記念の後に	1位(我ここに在り)	5種ステータスからランダムに4種を+1 スキルPt+40 秋川理事長の絆ゲージ+4								
育成ウマ娘	エアグルーヴ	星2	天皇賞(秋)の後に	1位(我が君の凱旋)	5種ステータスを+3 スキルPt+50 秋川理事長の絆ゲージ+4								
育成ウマ娘	エアグルーヴ	星2	あんし〜ん笹針師、参☆上	強いウマ娘になれる秘孔を狙う	成功時:5種ステータス+20<hr>失敗時:やる気ダウン 全ステータス-15 『夜ふかし気味』になる	レースで勝てる秘孔を狙う	成功時:『コーナー回復◯』取得 『直線回復』取得<hr>失敗時:体力-20 やる気ダウン	元気で健康になれる秘孔を狙う	体力の最大値+12 体力+40	魅力アップの秘孔を狙う	成功時:体力+20 やる気アップ 『愛嬌◯』になる	不安なのでやめておく	調査中
育成ウマ娘	エアグルーヴ	星2	福引チャンス！	特賞(温泉旅行券)	体力+30 やる気アップ 5種ステータス+10	1等(特上にんじんハンバーグ)	体力+30 やる気アップ 5種ステータスを+10	2等(にんじん山盛り)	体力+20 やる気アップ 5種ステータスを+5	3等(にんじん1本)	体力+20	はずれ	やる気ダウン
育成ウマ娘	エアグルーヴ	星2	バレンタイン	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	エアグルーヴ	星2	ファンレター	選択肢なし	やる気アップ スキルPt+30								
育成ウマ娘	エアグルーヴ	星2	クリスマス	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	エアグルーヴ	星2	ファン感謝祭	選択肢なし	体力-5 スキルPt+25	選択肢なし	やる気アップ ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	エアグルーヴ	星2	夏合宿（2年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	エアグルーヴ	星2	夏合宿（3年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	エアグルーヴ	星2	『月刊トゥインクル増刊号』	選択肢なし	スキルPt+5	選択肢なし	5種ステータス+3 スキルPt+10	選択肢なし	5種ステータス+5 スキルPt+20				
育成ウマ娘	マヤノトップガン	星2	マヤちんのレース講座☆	バテないようにスタミナをつけよう！	スタミナ+10 スキルPt+15	ライバルを追い抜かすコツを掴もう！	「直線巧者」のヒントLv+1						
育成ウマ娘	マヤノトップガン	星2	大人なモデルの秘訣！	確かにコンディションは大事だな	体力-10 スタミナ+20	確かにスピード感は大事だな	スピード+10						
育成ウマ娘	マヤノトップガン	星2	勉強はマヤにおまかせ☆	マヤノもお礼をしてもらったら？	パワー+5 根性+5	嫌な時は断るんだぞ	賢さ+10						
育成ウマ娘	マヤノトップガン	星2	目指せ！大人のちゃんこ鍋☆	体重は大丈夫……？	体力+10 スキルPt+5	面白そう！	体力+30 スキルPt+10						
育成ウマ娘	マヤノトップガン	星2	マヤの大切な人！	えーっと……？	調査中	……実は他に大切な人が	根性+10						
育成ウマ娘	マヤノトップガン	星2	星に願いを	隠れてやり過ごそう	賢さ+10	屋上までダッシュ！	スピード+10						
育成ウマ娘	マヤノトップガン	星2	マヤのワクワク☆配信！	見ているこっちも楽しかった	スタミナ+5 パワー+5	いつも応援してるよ。レース頑張って！	根性+10						
育成ウマ娘	マヤノトップガン	星2	マヤのルンルン☆配信！	わかった。歌っているところを撮ろう！	スピード+10	走ってるところを取ろう！	スタミナ+10						
育成ウマ娘	マヤノトップガン	星2	甘いキモチをキミに♪	頑張れ、マヤノ！	スタミナ+20	調査中	調査中						
育成ウマ娘	マヤノトップガン	星2	ダンスレッスン	ああ、見返してやろう！	根性+10	キュートさも取り入れてみれば？	スピード+10						
育成ウマ娘	マヤノトップガン	星2	新年の抱負	初売りデート	スタミナ+10	おせちデート	体力+20	初詣デート	スキルPt+20				
育成ウマ娘	マヤノトップガン	星2	夏合宿（2年目）にて	もう、ギュッてされてるよ	パワー+10	それは頑張らないとだな	根性+10						
育成ウマ娘	マヤノトップガン	星2	初詣	どうかこのまま健やかに	体力+30	たくさん学んで大きくなって欲しい	5種ステータスを+5	素敵な大人になれますように	スキルPt+35				
育成ウマ娘	マヤノトップガン	星2	キラキラしたいから！	選択肢なし	賢さ+5								
育成ウマ娘	マヤノトップガン	星2	その気にさせてよ☆	選択肢なし	やる気が上がった								
育成ウマ娘	マヤノトップガン	星2	マヤの恋愛相談！？	選択肢なし	賢さ+10								
育成ウマ娘	マヤノトップガン	星2	メロメロ大計画♪	選択肢なし	体力-10 やる気が下がった								
育成ウマ娘	マヤノトップガン	星2	デートしよ？	選択肢なし	スタミナ+5								
育成ウマ娘	マヤノトップガン	星2	マヤノフライハイ☆	選択肢なし	5種ステータスを+5 スキルPt+30								
育成ウマ娘	マヤノトップガン	星2	照準、定めて	選択肢なし	根性+5								
育成ウマ娘	マヤノトップガン	星2	武者震い	選択肢なし	パワー+5								
育成ウマ娘	マヤノトップガン	星2	超難解なワクワク☆	選択肢なし	やる気ダウン 賢さ-5								
育成ウマ娘	マヤノトップガン	星2	子どもじゃないもん！	選択肢なし	やる気ダウン								
育成ウマ娘	マヤノトップガン	星2	目標達成の後に・コード：ファイアー！	選択肢なし	5種ステータスを+3 スキルPt+20 秋川理事長の絆ゲージ+4								
育成ウマ娘	マヤノトップガン	星2	マヤノトップガン登場！	選択肢なし	スキルPt+120								
育成ウマ娘	マヤノトップガン	星2	名指導	選択肢なし	スタミナ+10								
育成ウマ娘	マヤノトップガン	星2	乙名史記者の悦楽取材	選択肢なし	体力-15 やる気アップ パワー+5 スキルPt+30 ファン+500 乙名史記者の絆ゲージ+15								
育成ウマ娘	マヤノトップガン	星2	デビュー戦の後に	1位(フライト延長希望！)	5種ステータスからランダムに3種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位(フライト延長希望！)	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下	5種ステータスからランダムに3種を+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	マヤノトップガン	星2	菊花賞の後に	1位（着陸予定、イマダナシ）	5種ステータスを+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下	5種ステータスからランダムに3種を+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	マヤノトップガン	星2	あんし〜ん笹針師、参☆上	強いウマ娘になれる秘孔を狙う	成功時:5種ステータス+20<hr>失敗時:やる気ダウン 全ステータス-15 『夜ふかし気味』になる	レースで勝てる秘孔を狙う	成功時:『コーナー回復◯』取得 『直線回復』取得<hr>失敗時:体力-20 やる気ダウン	元気で健康になれる秘孔を狙う	体力の最大値+12 体力+40	魅力アップの秘孔を狙う	成功時:体力+20 やる気アップ 『愛嬌◯』になる	不安なのでやめておく	調査中
育成ウマ娘	マヤノトップガン	星2	福引チャンス！	特賞(温泉旅行券)	体力+30 やる気アップ 5種ステータス+10	1等(特上にんじんハンバーグ)	体力+30 やる気アップ 5種ステータスを+10	2等(にんじん山盛り)	体力+20 やる気アップ 5種ステータスを+5	3等(にんじん1本)	体力+20	はずれ	やる気ダウン
育成ウマ娘	マヤノトップガン	星2	バレンタイン	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	マヤノトップガン	星2	ファンレター	選択肢なし	やる気アップ スキルPt+30								
育成ウマ娘	マヤノトップガン	星2	クリスマス	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	マヤノトップガン	星2	ファン感謝祭	選択肢なし	体力-5 スキルPt+25	選択肢なし	やる気アップ ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	マヤノトップガン	星2	夏合宿（2年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	マヤノトップガン	星2	夏合宿（3年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	マヤノトップガン	星2	『月刊トゥインクル増刊号』	選択肢なし	スキルPt+5	選択肢なし	5種ステータス+3 スキルPt+10	選択肢なし	5種ステータス+5 スキルPt+20				
育成ウマ娘	スーパークリーク	星2	ギュッとマッサージ	やるなら温めてからの方がいいぞ	根性+10	構わない	スピード+5 賢さ+5						
育成ウマ娘	スーパークリーク	星2	息抜きは甘え？	予定はしっかり立てています	スタミナ+10	甘い考えというわけでは…	賢さ+10						
育成ウマ娘	スーパークリーク	星2	星を見るなら2人で	星が綺麗だったから	パワー+5 根性+5	いや、別に…	スタミナ+10						
育成ウマ娘	スーパークリーク	星2	不安を拭って	そんなことない！	パワー+10	不安なのは自分の力不足だ	調査中						
育成ウマ娘	スーパークリーク	星2	危険なご褒美	クリークは、よく耐えられたな……	根性+10 スキルPt+15	とんでもないテクニックだった……	『コーナー回復◯』のヒントLv+1						
育成ウマ娘	スーパークリーク	星2	1日体験☆陶芸教室	湯呑は使い勝手がよさそう	スピード+5 賢さ+5	インテリアになりそうな花瓶かな	スタミナ+10						
育成ウマ娘	スーパークリーク	星2	迷子を捜せ！	手分けして探そう	体力-10 スタミナ+10 パワー+10	迷子放送で呼んでもらおう	賢さ+10						
育成ウマ娘	スーパークリーク	星2	夜の甘い誘惑	いいと思うよ	体力+30 スピード+10 スキルPt+10	我慢した方が……	体力+10 スピード+5 スキルPt+5						
育成ウマ娘	スーパークリーク	星2	友達のために	だけどこれはさすがに……	体力+10 スキルPt+5	頑張れ、クリーク！	体力+30 スキルPt+10						
育成ウマ娘	スーパークリーク	星2	レース入着	1着じゃなくても、いいレースだった！	体力+20 スピード+5 スキルPt+35	この結果を、次の糧にしよう	調査中						
育成ウマ娘	スーパークリーク	星2	レース勝利	クリークの努力の結果だ	体力-15 根性+5 スキルPt+30	まだまだ油断できない	体力-5 根性+8 スキルPt+35						
育成ウマ娘	スーパークリーク	星2	追加の自主トレ	俺も一緒に行くよ	体力-5 直前のトレーニングに応じたステータス+5 秋川理事長の絆ゲージ+5	夜間は足元が暗くなるし……	体力+5						
育成ウマ娘	スーパークリーク	星2	ダンスレッスン	よし、やろう！	スタミナ+10	自主練の邪魔になるし……	スピード+10						
育成ウマ娘	スーパークリーク	星2	新年の抱負	手作り料理	スタミナ+10	願いなし！	体力+20	いいこいいこ	スキルPt+20				
育成ウマ娘	スーパークリーク	星2	夏合宿(2年目)にて	相撲大会	パワー+10	肝試し	根性+10						
育成ウマ娘	スーパークリーク	星2	名指導	選択肢なし	スタミナ+10 ランダムで『練習上手◯』取得								
育成ウマ娘	スーパークリーク	星2	お料理がしたくて	選択肢なし	体力+15 やる気ダウン 根性+5								
育成ウマ娘	スーパークリーク	星2	いくつほしーい？	選択肢なし	パワー+5								
育成ウマ娘	スーパークリーク	星2	スーパークリーク登場！	選択肢なし	スキルPt+120								
育成ウマ娘	スーパークリーク	星2	頭痛で憂鬱	選択肢なし	やる気ダウン 賢さ+5								
育成ウマ娘	スーパークリーク	星2	デビュー戦の後に	1位（最初のご褒美）	5種ステータスからランダムに3種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位（最初のご褒美）	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下（最初のご褒美）	5種ステータスからランダムに3種を+1 スキルPt+20 秋川理事長の絆ゲージ+4				
育成ウマ娘	スーパークリーク	星2	すみれSの後に・息切れの理由	1位	5種ステータスからランダムに3種を+3 スキルPt+30 『小さなほころび』になる 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに3種を+2 スキルPt+30 『小さなほころび』になる 秋川理事長の絆ゲージ+4	3位以下	5種ステータスからランダムに3種を+1 スキルPt+20 秋川理事長の絆ゲージ+4『小さなほころび』になる 秋川理事長の絆ゲージ+4				
育成ウマ娘	スーパークリーク	星2	菊花賞の後に・秋晴れの下で	1位	5種ステータスを+3 スキルPt+45 『大輪の輝き』になる 『小さなほころび』が治る 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+45 『大輪の輝き』になる 『小さなほころび』が治る 秋川理事長の絆ゲージ+4	3位	5種ステータスを+1 スキルPt+45 『大輪の輝き』になる 『小さなほころび』が治る 秋川理事長の絆ゲージ+4				
育成ウマ娘	スーパークリーク	星2	有馬記念の後に・道はまだ遠く…	1位	調査中	2位	調査中	3位以下	5種ステータスを+1 スキルPt+45				
育成ウマ娘	スーパークリーク	星2	あんし〜ん笹針師、参☆上	強いウマ娘になれる秘孔を狙う	成功時:5種ステータス+20<hr>失敗時:やる気ダウン 全ステータス-15 『夜ふかし気味』になる	レースで勝てる秘孔を狙う	成功時:『コーナー回復◯』取得 『直線回復』取得<hr>失敗時:体力-20 やる気ダウン	元気で健康になれる秘孔を狙う	体力の最大値+12 体力+40	魅力アップの秘孔を狙う	成功時:体力+20 やる気アップ 『愛嬌◯』になる	不安なのでやめておく	調査中
育成ウマ娘	スーパークリーク	星2	福引チャンス！	特賞(温泉旅行券)	体力+30 やる気アップ 5種ステータス+10	1等(特上にんじんハンバーグ)	体力+30 やる気アップ 5種ステータスを+10	2等(にんじん山盛り)	体力+20 やる気アップ 5種ステータスを+5	3等(にんじん1本)	体力+20	はずれ	やる気ダウン
育成ウマ娘	スーパークリーク	星2	バレンタイン	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	スーパークリーク	星2	ファンレター	選択肢なし	やる気アップ スキルPt+30								
育成ウマ娘	スーパークリーク	星2	クリスマス	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	スーパークリーク	星2	ファン感謝祭	選択肢なし	体力-5 スキルPt+25	選択肢なし	やる気アップ ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	スーパークリーク	星2	夏合宿（2年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	スーパークリーク	星2	夏合宿（3年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	スーパークリーク	星2	『月刊トゥインクル増刊号』	選択肢なし	スキルPt+5	選択肢なし	5種ステータス+3 スキルPt+10	選択肢なし	5種ステータス+5 スキルPt+20				
育成ウマ娘	メジロライアン	星1	筋肉の休息日	半分もらおうか？	体力+10 スキルPt+5	自分でとったなら食べなきゃな	体力+10 スキルPt+10						
育成ウマ娘	メジロライアン	星1	積み上げた本当のこと	君の力を見せてあげよう！	パワー+10 スキルPt+15	雨なんて吹き飛ばしてあげよう！	『道悪◯』のヒントLv+1						
育成ウマ娘	メジロライアン	星1	マッスル・ジェラシー	更に限界まで鍛えよう！	根性+10	まずは理論を教えてあげよう！	賢さ+10						
育成ウマ娘	メジロライアン	星1	ポニー少女とオオカミ王子	それなら俺も観てみようかな	体力+5 スタミナ+5	もうそろそろ始まっちゃうんじゃない？	体力+5 スピード+5						
育成ウマ娘	メジロライアン	星1	頼れる助っ人、登場！	人気者なんだな	パワー+10	トレーナーとして誇らしいぞ！	根性+10						
育成ウマ娘	メジロライアン	星1	ダンスレッスン	レッツ・マッスル！	パワー+10	もう筋トレは十分じゃ…？	スピード+10						
育成ウマ娘	メジロライアン	星1	新年の抱負	大熱愛する	パワー+10	大風呂敷を広げる	体力+20	大局観を持つ	スキルPt+20				
育成ウマ娘	メジロライアン	星1	追加の自主トレ	レッツ・マッスル！	体力-5 直前のトレーニングに応じたステータス+5 秋川理事長の絆ゲージ+5	休みたくて叫んでるのかも…！	体力+5						
育成ウマ娘	メジロライアン	星1	レース勝利！	おめでとうっ！	体力-15 5種ステータスからランダムに1種を+5 スキルPt+30	まだまだこれからだ！	体力+5 スピード+5 スキルPt+30 『非根幹距離』のヒントLv+1						
育成ウマ娘	メジロライアン	星1	レース入着	力強い走りだった	体力-20 5種ステータスからランダムに1種を+3 スキルPt+30	負けないようにもっと鍛えないとな！	体力-30 根性+6 スキルPt+38						
育成ウマ娘	メジロライアン	星1	夏合宿(2年目)にて	正しい知識を学ぶ	パワー+10	余計なことを言わない	根性+10						
育成ウマ娘	メジロライアン	星1	初詣	恋愛克服	体力+30	本願発見	5種ステータス+5	筋肉革命	スキルPt+35				
育成ウマ娘	メジロライアン	星1	マックイーンの異変	選択肢なし	パワー+5								
育成ウマ娘	メジロライアン	星1	春の中山で捕まえて♪	選択肢なし	パワー+5								
育成ウマ娘	メジロライアン	星1	憂鬱なストマック	選択肢なし	体力−10 やる気ダウン								
育成ウマ娘	メジロライアン	星1	風塵みたいなあたしでも	選択肢なし	根性+5								
育成ウマ娘	メジロライアン	星1	憧れを纏いたい	選択肢なし	やる気ダウン								
育成ウマ娘	メジロライアン	星1	好敵手の猛追	選択肢なし	パワー+5								
育成ウマ娘	メジロライアン	星1	メジロライアン登場！	選択肢なし	スキルPt+120								
育成ウマ娘	メジロライアン	星1	名指導	選択肢なし	パワー+10 ランダムで『練習上手◯』になる								
育成ウマ娘	メジロライアン	星1	デビュー戦の後に	1位(2人だけの船出)	5種ステータスからランダムに3種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下	5種ステータスからランダムに3種を+1 スキルPt+20 秋川理事長の絆ゲージ+4				
育成ウマ娘	メジロライアン	星1	ジュニアCの後に	1位	5種ステータスからランダムに3種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位	調査中	3位以下	調査中				
育成ウマ娘	メジロライアン	星1	皐月賞の後に・ただ燃え尽きて……	1位	調査中	2位	5種ステータス+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位以下	5種ステータス+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	メジロライアン	星1	日本ダービーの後に・525mの青春	1位	調査中	2位	調査中	3位以下	5種ステータス+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	メジロライアン	星1	菊花賞の後に・新時代の予感	1位	調査中	2位	5種ステータス+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位以下	調査中				
育成ウマ娘	メジロライアン	星1	あんし〜ん笹針師、参☆上	強いウマ娘になれる秘孔を狙う	成功時:5種ステータス+20<hr>失敗時:やる気ダウン 全ステータス-15 『夜ふかし気味』になる	レースで勝てる秘孔を狙う	成功時:『コーナー回復◯』取得 『直線回復』取得<hr>失敗時:体力-20 やる気ダウン	元気で健康になれる秘孔を狙う	体力の最大値+12 体力+40	魅力アップの秘孔を狙う	成功時:体力+20 やる気アップ 『愛嬌◯』になる	不安なのでやめておく	調査中
育成ウマ娘	メジロライアン	星1	福引チャンス！	特賞(温泉旅行券)	体力+30 やる気アップ 5種ステータス+10	1等(特上にんじんハンバーグ)	体力+30 やる気アップ 5種ステータスを+10	2等(にんじん山盛り)	体力+20 やる気アップ 5種ステータスを+5	3等(にんじん1本)	体力+20	はずれ	やる気ダウン
育成ウマ娘	メジロライアン	星1	バレンタイン	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	メジロライアン	星1	ファンレター	選択肢なし	やる気アップ スキルPt+30								
育成ウマ娘	メジロライアン	星1	クリスマス	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	メジロライアン	星1	ファン感謝祭	選択肢なし	体力-5 スキルPt+25	選択肢なし	やる気アップ ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	メジロライアン	星1	夏合宿（2年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	メジロライアン	星1	夏合宿（3年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	メジロライアン	星1	『月刊トゥインクル増刊号』	選択肢なし	スキルPt+5	選択肢なし	5種ステータス+3 スキルPt+10	選択肢なし	5種ステータス+5 スキルPt+20				
育成ウマ娘	アグネスタキオン	星1	マイペース・タキオン	我慢して待ってて！	根性+10	すぐに用意する！	スピード+5 パワー+5						
育成ウマ娘	アグネスタキオン	星1	最強の協力者！？	追いかけるんだ！	体力-20 スタミナ+15 根性+10	あ、ウマ娘の秘蔵写真集が落ちてる！	体力+5 賢さ+5						
育成ウマ娘	アグネスタキオン	星1	お手伝いハンバーガー！	遠慮しておこう	体力+10 スキルPt+5	折角だし頂けば？	体力+30 スキルPt+10						
育成ウマ娘	アグネスタキオン	星1	正義の圧？	研究で見返してやろう	賢さ+10 スキルPt+15	すごいところを見せてやろう	『コーナー巧者◯』のヒントLv+1						
育成ウマ娘	アグネスタキオン	星1	肉体改造思いのまま！	止める！	調査中	座られる前に座る！	スタミナ+10						
育成ウマ娘	アグネスタキオン	星1	速くなれるお薬依頼？	誤解だって言おう	パワー+5 根性+5	考え直すように言おう	スピード+5 賢さ+5						
育成ウマ娘	アグネスタキオン	星1	研究の真意	心配してくれたのか？	賢さ+10	少し疲れただけよ	調査中						
育成ウマ娘	アグネスタキオン	星1	目指す場所に近道はない	ただのサプリか？	根性+10	まさか新薬を……	調査中	実はお菓子だった	調査中				
育成ウマ娘	アグネスタキオン	星1	ダンスレッスン	洞察力を上げるとか	スタミナ+10	動体視力を上げるとか	スピード+10						
育成ウマ娘	アグネスタキオン	星1	レース勝利！	これも研究のためだ	体力-20 スタミナ+5 スキルPt+33	調査中	調査中						
育成ウマ娘	アグネスタキオン	星1	レース入着	でも得たものはあったはずだ	体力-20 パワー+9 スキルPt+50	次はもっといい結果を目指そう	調査中						
育成ウマ娘	アグネスタキオン	星1	追加の自主トレ	タキオンの好きにさせる	体力-5 直前のトレーニングに応じたステータス+5 秋川理事長の絆ゲージ+5	止める	体力+5						
育成ウマ娘	アグネスタキオン	星1	新年の抱負	戦略を練ろう！	賢さ+10	まずはお餅でも食べよう！	体力+20	初詣で願掛けだ！	スキルPt+20				
育成ウマ娘	アグネスタキオン	星1	初詣	せっかくだからのんびりしよう	体力+30	おみくじを引こう！	5種ステータスを+5	帰ってトレーニングだ！	スキルPt+35				
育成ウマ娘	アグネスタキオン	星1	夏合宿(2年目)にて	筋力トレーニング	パワー+10	砂浜ランニング	根性+10						
育成ウマ娘	アグネスタキオン	星1	噂の微生物	選択肢なし	体力-15 スピード+25								
育成ウマ娘	アグネスタキオン	星1	真夜中のプールで	選択肢なし	体力-15 パワー+25								
育成ウマ娘	アグネスタキオン	星1	元気いっぱい脳細胞	選択肢なし	体力-15 賢さ+25								
育成ウマ娘	アグネスタキオン	星1	Report『不確定な約束』	選択肢なし	パワー+5								
育成ウマ娘	アグネスタキオン	星1	人助けから得たもの？	選択肢なし	5種ステータス+5 やる気アップ スキルPt+30								
育成ウマ娘	アグネスタキオン	星1	Report『透明な視線』	選択肢なし	賢さ+5								
育成ウマ娘	アグネスタキオン	星1	Report『志』	選択肢なし	賢さ+5								
育成ウマ娘	アグネスタキオン	星1	Report『進路変更』	選択肢なし	賢さ+5								
育成ウマ娘	アグネスタキオン	星1	Report『告白』	選択肢なし	パワー+5								
育成ウマ娘	アグネスタキオン	星1	Report『最後の要素』	選択肢なし	根性+5								
育成ウマ娘	アグネスタキオン	星1	アグネスタキオン登場！	選択肢なし	スキルPt+120								
育成ウマ娘	アグネスタキオン	星1	名指導	選択肢なし	賢さ+10 ランダムで『練習上手◯』取得								
